Power Consumed,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
9.95E-07,-0.1767985,-0.2223325,-0.1312819
9.95E-07,-0.1776473,-0.2231839,-0.1321282
9.95E-07,-0.1784962,-0.2240354,-0.1329746
9.95E-07,-0.1793452,-0.224887,-0.1338211
9.95E-07,-0.1801943,-0.2257388,-0.1346677
9.95E-07,-0.1810436,-0.2265907,-0.1355144
9.95E-07,-0.181893,-0.2274427,-0.1363613
9.95E-07,-0.1827426,-0.2282949,-0.1372083
9.95E-07,-0.1835923,-0.2291473,-0.1380554
9.95E-07,-0.1844421,-0.2299998,-0.1389026
9.95E-07,-0.185292,-0.2308524,-0.1397499
9.96E-07,-0.1861421,-0.2317052,-0.1405974
9.96E-07,-0.1869923,-0.2325581,-0.141445
9.96E-07,-0.1878427,-0.2334112,-0.1422927
9.96E-07,-0.1886931,-0.2342644,-0.1431405
9.96E-07,-0.1895438,-0.2351178,-0.1439885
9.96E-07,-0.1903945,-0.2359713,-0.1448366
9.96E-07,-0.1912454,-0.236825,-0.1456848
9.96E-07,-0.1920964,-0.2376788,-0.1465331
9.96E-07,-0.1929476,-0.2385328,-0.1473815
9.96E-07,-0.1937989,-0.2393869,-0.1482301
9.96E-07,-0.1946504,-0.2402412,-0.1490788
9.96E-07,-0.195502,-0.2410957,-0.1499277
9.96E-07,-0.1963537,-0.2419503,-0.1507766
9.96E-07,-0.1972056,-0.242805,-0.1516257
9.96E-07,-0.1980576,-0.2436599,-0.1524749
9.96E-07,-0.1989098,-0.244515,-0.1533243
9.96E-07,-0.1997621,-0.2453702,-0.1541738
9.96E-07,-0.2006145,-0.2462256,-0.1550234
9.96E-07,-0.2014671,-0.2470811,-0.1558732
9.96E-07,-0.2023199,-0.2479368,-0.1567231
9.96E-07,-0.2031728,-0.2487927,-0.1575731
9.96E-07,-0.2040258,-0.2496487,-0.1584232
9.96E-07,-0.204879,-0.2505049,-0.1592735
9.96E-07,-0.2057323,-0.2513612,-0.160124
9.96E-07,-0.2065858,-0.2522177,-0.1609745
9.96E-07,-0.2074395,-0.2530744,-0.1618252
9.96E-07,-0.2082933,-0.2539312,-0.1626761
9.96E-07,-0.2091472,-0.2547882,-0.163527
9.96E-07,-0.2100013,-0.2556454,-0.1643782
9.96E-07,-0.2108555,-0.2565027,-0.1652294
9.96E-07,-0.2117099,-0.2573602,-0.1660808
9.96E-07,-0.2125645,-0.2582179,-0.1669324
9.96E-07,-0.2134192,-0.2590757,-0.167784
9.96E-07,-0.2142741,-0.2599337,-0.1686359
9.96E-07,-0.2151291,-0.2607919,-0.1694878
9.96E-07,-0.2159843,-0.2616502,-0.17034
9.96E-07,-0.2168396,-0.2625087,-0.1711922
9.96E-07,-0.2176951,-0.2633674,-0.1720446
9.96E-07,-0.2185508,-0.2642263,-0.1728972
9.96E-07,-0.2194066,-0.2650853,-0.1737499
9.96E-07,-0.2202626,-0.2659445,-0.1746027
9.96E-07,-0.2211187,-0.2668039,-0.1754557
9.96E-07,-0.221975,-0.2676635,-0.1763088
9.96E-07,-0.2228315,-0.2685232,-0.1771621
9.96E-07,-0.2236881,-0.2693831,-0.1780156
9.96E-07,-0.2245449,-0.2702432,-0.1788691
9.96E-07,-0.2254019,-0.2711035,-0.1797229
9.97E-07,-0.226259,-0.2719639,-0.1805768
9.97E-07,-0.2271163,-0.2728245,-0.1814308
9.97E-07,-0.2279737,-0.2736854,-0.182285
9.97E-07,-0.2288313,-0.2745463,-0.1831394
9.97E-07,-0.2296891,-0.2754075,-0.1839939
9.97E-07,-0.2305471,-0.2762689,-0.1848486
9.97E-07,-0.2314052,-0.2771304,-0.1857034
9.97E-07,-0.2322635,-0.2779921,-0.1865584
9.97E-07,-0.233122,-0.278854,-0.1874135
9.97E-07,-0.2339807,-0.2797161,-0.1882688
9.97E-07,-0.2348395,-0.2805784,-0.1891243
9.97E-07,-0.2356985,-0.2814408,-0.1899799
9.97E-07,-0.2365576,-0.2823035,-0.1908357
9.97E-07,-0.237417,-0.2831663,-0.1916916
9.97E-07,-0.2382765,-0.2840293,-0.1925477
9.97E-07,-0.2391362,-0.2848926,-0.193404
9.97E-07,-0.239996,-0.285756,-0.1942604
9.97E-07,-0.2408561,-0.2866195,-0.195117
9.97E-07,-0.2417163,-0.2874833,-0.1959737
9.97E-07,-0.2425767,-0.2883473,-0.1968307
9.97E-07,-0.2434373,-0.2892115,-0.1976877
9.97E-07,-0.244298,-0.2900759,-0.198545
9.97E-07,-0.245159,-0.2909404,-0.1994024
9.97E-07,-0.2460201,-0.2918052,-0.20026
9.97E-07,-0.2468814,-0.2926701,-0.2011178
9.97E-07,-0.2477429,-0.2935353,-0.2019757
9.97E-07,-0.2486046,-0.2944006,-0.2028338
9.97E-07,-0.2494664,-0.2952662,-0.203692
9.97E-07,-0.2503285,-0.2961319,-0.2045505
9.97E-07,-0.2511907,-0.2969979,-0.2054091
9.97E-07,-0.2520531,-0.297864,-0.2062679
9.97E-07,-0.2529157,-0.2987304,-0.2071268
9.97E-07,-0.2537785,-0.2995969,-0.207986
9.97E-07,-0.2546415,-0.3004637,-0.2088453
9.97E-07,-0.2555047,-0.3013307,-0.2097048
9.97E-07,-0.256368,-0.3021978,-0.2105644
9.97E-07,-0.2572316,-0.3030652,-0.2114243
9.97E-07,-0.2580953,-0.3039327,-0.2122843
9.97E-07,-0.2589593,-0.3048005,-0.2131445
9.97E-07,-0.2598234,-0.3056685,-0.2140048
9.97E-07,-0.2606877,-0.3065367,-0.2148654
9.97E-07,-0.2615522,-0.3074051,-0.2157261
9.97E-07,-0.262417,-0.3082737,-0.216587
9.97E-07,-0.2632819,-0.3091426,-0.2174481
9.97E-07,-0.264147,-0.3100116,-0.2183094
1.00E-06,-0.2650123,-0.3108808,-0.2191709
1.00E-06,-0.2658778,-0.3117503,-0.2200325
1.00E-06,-0.2667435,-0.31262,-0.2208944
1.00E-06,-0.2676094,-0.3134899,-0.2217564
1.00E-06,-0.2684755,-0.31436,-0.2226186
1.00E-06,-0.2693418,-0.3152303,-0.223481
1.00E-06,-0.2702083,-0.3161008,-0.2243436
1.00E-06,-0.271075,-0.3169716,-0.2252064
1.00E-06,-0.2719419,-0.3178425,-0.2260693
1.00E-06,-0.2728091,-0.3187137,-0.2269325
1.00E-06,-0.2736764,-0.3195851,-0.2277958
1.00E-06,-0.2745439,-0.3204568,-0.2286593
1.00E-06,-0.2754116,-0.3213286,-0.2295231
1.00E-06,-0.2762796,-0.3222007,-0.230387
1.00E-06,-0.2771477,-0.323073,-0.2312511
1.00E-06,-0.2780161,-0.3239455,-0.2321154
1.00E-06,-0.2788847,-0.3248182,-0.2329799
1.00E-06,-0.2797535,-0.3256912,-0.2338446
1.00E-06,-0.2806224,-0.3265644,-0.2347095
1.00E-06,-0.2814916,-0.3274378,-0.2355746
1.00E-06,-0.2823611,-0.3283114,-0.2364399
1.00E-06,-0.2832307,-0.3291853,-0.2373054
0.000001003,-0.2841005,-0.3300594,-0.2381711
1.00E-06,-0.2849706,-0.3309337,-0.239037
1.00E-06,-0.2858409,-0.3318083,-0.2399031
1.00E-06,-0.2867114,-0.3326831,-0.2407694
1.00E-06,-0.2875821,-0.3335581,-0.2416359
1.00E-06,-0.288453,-0.3344334,-0.2425026
1.00E-06,-0.2893241,-0.3353089,-0.2433695
1.00E-06,-0.2901955,-0.3361846,-0.2442366
1.00E-06,-0.2910671,-0.3370605,-0.2451039
1.00E-06,-0.2919389,-0.3379367,-0.2459714
1.00E-06,-0.2928109,-0.3388132,-0.2468392
1.00E-06,-0.2936832,-0.3396898,-0.2477071
1.00E-06,-0.2945557,-0.3405667,-0.2485753
1.00E-06,-0.2954284,-0.3414439,-0.2494436
1.00E-06,-0.2963013,-0.3423213,-0.2503122
1.00E-06,-0.2971744,-0.3431989,-0.251181
1.00E-06,-0.2980478,-0.3440768,-0.25205
1.00E-06,-0.2989214,-0.3449549,-0.2529192
1.00E-06,-0.2997953,-0.3458332,-0.2537886
1.00E-06,-0.3006693,-0.3467118,-0.2546582
1.00E-06,-0.3015436,-0.3475907,-0.2555281
1.00E-06,-0.3024181,-0.3484698,-0.2563982
1.00E-06,-0.3032929,-0.3493491,-0.2572684
1.00E-06,-0.3041679,-0.3502287,-0.2581389
1.00E-06,-0.3050431,-0.3511085,-0.2590096
1.00E-06,-0.3067942,-0.3528689,-0.2607517
1.00E-06,-0.3059185,-0.3519886,-0.2598806
1.00E-06,-0.3076702,-0.3537495,-0.2616231
1.00E-06,-0.3085463,-0.3546303,-0.2624947
1.00E-06,-0.3094227,-0.3555114,-0.2633665
1.00E-06,-0.3102993,-0.3563927,-0.2642386
1.00E-06,-0.3111762,-0.3572743,-0.2651108
1.00E-06,-0.3120533,-0.3581562,-0.2659833
1.00E-06,-0.3129307,-0.3590383,-0.266856
1.00E-06,-0.3138083,-0.3599206,-0.267729
1.00E-06,-0.3146861,-0.3608032,-0.2686021
1.00E-06,-0.3155642,-0.3616861,-0.2694755
1.00E-06,-0.3164425,-0.3625692,-0.2703492
1.00E-06,-0.3173211,-0.3634526,-0.271223
1.00E-06,-0.3181999,-0.3643362,-0.2720971
1.00E-06,-0.3190789,-0.3652202,-0.2729714
1.00E-06,-0.3199582,-0.3661043,-0.273846
1.00E-06,-0.3208378,-0.3669887,-0.2747207
1.00E-06,-0.3217176,-0.3678734,-0.2755957
1.00E-06,-0.3225976,-0.3687584,-0.276471
1.00E-06,-0.3234779,-0.3696436,-0.2773465
1.00E-06,-0.3243585,-0.3705291,-0.2782222
1.00E-06,-0.3252393,-0.3714149,-0.2790981
1.00E-06,-0.3261203,-0.3723009,-0.2799743
1.00E-06,-0.3270016,-0.3731872,-0.2808508
1.00E-06,-0.3278832,-0.3740738,-0.2817274
1.00E-06,-0.328765,-0.3749606,-0.2826043
1.00E-06,-0.3296471,-0.3758477,-0.2834815
1.00E-06,-0.3305294,-0.3767351,-0.2843589
1.00E-06,-0.331412,-0.3776227,-0.2852365
1.00E-06,-0.3322948,-0.3785107,-0.2861144
1.00E-06,-0.3331779,-0.3793989,-0.2869925
1.00E-06,-0.3340613,-0.3802873,-0.2878708
1.00E-06,-0.3349449,-0.3811761,-0.2887494
1.00E-06,-0.3358288,-0.3820651,-0.2896283
1.00E-06,-0.3367129,-0.3829544,-0.2905074
1.00E-06,-0.3375973,-0.383844,-0.2913867
1.00E-06,-0.338482,-0.3847339,-0.2922663
1.01E-06,-0.3393669,-0.385624,-0.2931462
1.01E-06,-0.3402521,-0.3865145,-0.2940263
1.01E-06,-0.3411376,-0.3874052,-0.2949066
1.01E-06,-0.3420233,-0.3882962,-0.2957872
1.01E-06,-0.3429093,-0.3891874,-0.296668
1.01E-06,-0.3437956,-0.390079,-0.2975491
1.01E-06,-0.3446822,-0.3909709,-0.2984305
1.01E-06,-0.3464561,-0.3927554,-0.300194
1.01E-06,-0.345569,-0.391863,-0.2993121
1.01E-06,-0.3473434,-0.3936481,-0.3010761
1.01E-06,-0.3482311,-0.3945411,-0.3019585
1.01E-06,-0.349119,-0.3954344,-0.3028411
1.01E-06,-0.3500071,-0.396328,-0.303724
1.01E-06,-0.3508956,-0.3972219,-0.3046072
1.01E-06,-0.3517843,-0.3981161,-0.3054906
1.01E-06,-0.3526734,-0.3990105,-0.3063743
1.01E-06,-0.3535627,-0.3999053,-0.3072582
1.01E-06,-0.3544522,-0.4008004,-0.3081424
1.01E-06,-0.3553421,-0.4016957,-0.3090269
1.01E-06,-0.3562322,-0.4025914,-0.3099116
1.01E-06,-0.3571226,-0.4034873,-0.3107967
1.01E-06,-0.3580133,-0.4043836,-0.3116819
1.01E-06,-0.3589043,-0.4052801,-0.3125675
1.01E-06,-0.3597956,-0.406177,-0.3134533
1.01E-06,-0.3606871,-0.4070741,-0.3143394
1.01E-06,-0.361579,-0.4079716,-0.3152257
1.01E-06,-0.3624711,-0.4088693,-0.3161123
1.01E-06,-0.3633635,-0.4097674,-0.3169992
1.01E-06,-0.3642562,-0.4106658,-0.3178864
1.01E-06,-0.3651492,-0.4115645,-0.3187738
1.01E-06,-0.3660425,-0.4124634,-0.3196615
1.01E-06,-0.3669361,-0.4133627,-0.3205495
1.01E-06,-0.36783,-0.4142624,-0.3214378
1.01E-06,-0.3687242,-0.4151623,-0.3223264
1.01E-06,-0.3696186,-0.4160625,-0.3232152
1.01E-06,-0.3705134,-0.416963,-0.3241043
1.01E-06,-0.3714084,-0.4178639,-0.3249937
1.01E-06,-0.3723038,-0.4187651,-0.3258833
1.01E-06,-0.3731995,-0.4196666,-0.3267733
1.01E-06,-0.3740954,-0.4205684,-0.3276635
1.01E-06,-0.3749917,-0.4214705,-0.328554
1.01E-06,-0.3758882,-0.4223729,-0.3294448
1.01E-06,-0.3767851,-0.4232757,-0.3303359
1.01E-06,-0.3776822,-0.4241787,-0.3312273
1.01E-06,-0.3785797,-0.4250821,-0.3321189
1.01E-06,-0.3794775,-0.4259858,-0.3330109
1.01E-06,-0.3803755,-0.4268899,-0.3339031
1.01E-06,-0.3812739,-0.4277943,-0.3347956
1.01E-06,-0.3821726,-0.4286989,-0.3356885
1.01E-06,-0.3830716,-0.429604,-0.3365815
1.01E-06,-0.3839709,-0.4305093,-0.3374749
1.01E-06,-0.3848705,-0.431415,-0.3383686
1.01E-06,-0.3857705,-0.432321,-0.3392626
1.01E-06,-0.3866707,-0.4332273,-0.3401569
1.01E-06,-0.3875713,-0.434134,-0.3410515
1.01E-06,-0.3884721,-0.435041,-0.3419464
1.01E-06,-0.3893733,-0.4359483,-0.3428416
1.01E-06,-0.3902748,-0.4368559,-0.343737
1.01E-06,-0.3911766,-0.4377639,-0.3446328
1.01E-06,-0.3920788,-0.4386723,-0.3455289
1.01E-06,-0.3929812,-0.4395809,-0.3464253
1.01E-06,-0.393884,-0.4404899,-0.347322
1.01E-06,-0.3947871,-0.4413993,-0.3482189
1.01E-06,-0.3956905,-0.442309,-0.3491162
1.01E-06,-0.3965943,-0.443219,-0.3500138
1.01E-06,-0.3974984,-0.4441294,-0.3509117
1.01E-06,-0.3984027,-0.4450401,-0.3518099
1.01E-06,-0.3993075,-0.4459511,-0.3527085
1.01E-06,-0.4002125,-0.4468625,-0.3536073
1.01E-06,-0.4011179,-0.4477742,-0.3545064
1.01E-06,-0.4020236,-0.4486863,-0.3554059
1.01E-06,-0.4029296,-0.4495988,-0.3563056
1.01E-06,-0.403836,-0.4505116,-0.3572057
1.01E-06,-0.4047427,-0.4514247,-0.3581061
1.01E-06,-0.4056497,-0.4523382,-0.3590068
1.01E-06,-0.4065571,-0.453252,-0.3599078
1.01E-06,-0.4074648,-0.4541662,-0.3608092
1.01E-06,-0.4083728,-0.4550807,-0.3617108
1.01E-06,-0.4092812,-0.4559956,-0.3626128
1.01E-06,-0.4101899,-0.4569109,-0.3635151
1.01E-06,-0.4110989,-0.4578265,-0.3644177
1.01E-06,-0.4120083,-0.4587425,-0.3653207
1.01E-06,-0.412918,-0.4596588,-0.3662239
1.01E-06,-0.4138281,-0.4605755,-0.3671275
1.01E-06,-0.4147385,-0.4614925,-0.3680314
1.01E-06,-0.4156493,-0.4624099,-0.3689357
1.01E-06,-0.4165604,-0.4633277,-0.3698402
1.01E-06,-0.4174718,-0.4642459,-0.3707451
1.01E-06,-0.4183836,-0.4651644,-0.3716503
1.01E-06,-0.4192958,-0.4660832,-0.3725559
1.01E-06,-0.4202082,-0.4670025,-0.3734618
1.01E-06,-0.4211211,-0.4679221,-0.374368
1.01E-06,-0.4220343,-0.468842,-0.3752745
1.01E-06,-0.4229478,-0.4697624,-0.3761814
1.01E-06,-0.4238617,-0.4706831,-0.3770886
1.01E-06,-0.424776,-0.4716042,-0.3779962
1.01E-06,-0.4256906,-0.4725257,-0.378904
1.01E-06,-0.4266055,-0.4734475,-0.3798123
1.01E-06,-0.4275209,-0.4743697,-0.3807208
1.01E-06,-0.4284365,-0.4752923,-0.3816297
1.01E-06,-0.4293526,-0.4762153,-0.382539
1.01E-06,-0.430269,-0.4771386,-0.3834486
1.01E-06,-0.4311857,-0.4780624,-0.3843585
1.01E-06,-0.4321028,-0.4789865,-0.3852688
1.01E-06,-0.4330203,-0.479911,-0.3861794
1.01E-06,-0.4339382,-0.4808358,-0.3870904
1.01E-06,-0.4348564,-0.4817611,-0.3880017
1.01E-06,-0.435775,-0.4826868,-0.3889133
1.01E-06,-0.4366939,-0.4836128,-0.3898253
1.01E-06,-0.4385329,-0.485466,-0.3916504
1.01E-06,-0.4376132,-0.4845392,-0.3907377
1.01E-06,-0.439453,-0.4863932,-0.3925635
1.01E-06,-0.4403734,-0.4873208,-0.3934769
1.01E-06,-0.4412942,-0.4882488,-0.3943906
1.01E-06,-0.4422154,-0.4891772,-0.3953048
1.01E-06,-0.443137,-0.490106,-0.3962192
1.01E-06,-0.4440589,-0.4910351,-0.3971341
1.01E-06,-0.4449812,-0.4919647,-0.3980493
1.01E-06,-0.4459039,-0.4928947,-0.3989648
1.01E-06,-0.446827,-0.493825,-0.3998808
1.01E-06,-0.4477504,-0.4947558,-0.4007971
1.01E-06,-0.4486742,-0.495687,-0.4017137
1.01E-06,-0.4495985,-0.4966185,-0.4026307
1.01E-06,-0.4505231,-0.4975505,-0.4035481
1.01E-06,-0.451448,-0.4984829,-0.4044658
1.01E-06,-0.4523734,-0.4994157,-0.4053839
1.01E-06,-0.4532992,-0.5003489,-0.4063024
1.01E-06,-0.4542253,-0.5012825,-0.4072212
1.01E-06,-0.4551518,-0.5022165,-0.4081404
1.01E-06,-0.4560788,-0.5031509,-0.40906
1.01E-06,-0.4570061,-0.5040857,-0.40998
1.01E-06,-0.4579338,-0.505021,-0.4109003
1.01E-06,-0.4588619,-0.5059566,-0.411821
1.01E-06,-0.4597904,-0.5068927,-0.4127421
1.01E-06,-0.4607193,-0.5078292,-0.4136635
1.01E-06,-0.4616486,-0.5087661,-0.4145854
1.01E-06,-0.4625783,-0.5097034,-0.4155076
1.01E-06,-0.4644389,-0.5115794,-0.4173532
1.01E-06,-0.4635084,-0.5106412,-0.4164302
1.01E-06,-0.4653698,-0.512518,-0.4182765
1.01E-06,-0.4663011,-0.513457,-0.4192002
1.01E-06,-0.4672328,-0.5143964,-0.4201244
1.01E-06,-0.4681649,-0.5153363,-0.4210489
1.01E-06,-0.4690974,-0.5162766,-0.4219738
1.01E-06,-0.4700304,-0.5172173,-0.422899
1.01E-06,-0.4709637,-0.5181585,-0.4238247
1.01E-06,-0.4718974,-0.5191,-0.4247508
1.01E-06,-0.4728316,-0.5200421,-0.4256773
1.01E-06,-0.4737662,-0.5209845,-0.4266041
1.01E-06,-0.4747011,-0.5219274,-0.4275313
1.01E-06,-0.4756365,-0.5228707,-0.428459
1.01E-06,-0.4765724,-0.5238145,-0.429387
1.01E-06,-0.4775086,-0.5247587,-0.4303154
1.01E-06,-0.4784453,-0.5257033,-0.4312443
1.01E-06,-0.4793823,-0.5266484,-0.4321735
1.01E-06,-0.4803198,-0.5275939,-0.4331031
1.01E-06,-0.4812577,-0.5285399,-0.4340332
1.01E-06,-0.4821961,-0.5294863,-0.4349636
1.01E-06,-0.4831348,-0.5304332,-0.4358944
1.01E-06,-0.484074,-0.5313805,-0.4368257
1.01E-06,-0.4850136,-0.5323282,-0.4377573
1.01E-06,-0.4859537,-0.5332764,-0.4386894
1.01E-06,-0.4868942,-0.534225,-0.4396218
1.01E-06,-0.4878351,-0.5351741,-0.4405547
1.01E-06,-0.4887764,-0.5361237,-0.441488
1.01E-06,-0.4897182,-0.5370737,-0.4424217
1.01E-06,-0.4906604,-0.5380242,-0.4433558
1.01E-06,-0.491603,-0.5389751,-0.4442903
1.01E-06,-0.4925461,-0.5399265,-0.4452253
1.01E-06,-0.4934896,-0.5408783,-0.4461606
1.01E-06,-0.4944336,-0.5418306,-0.4470964
1.01E-06,-0.495378,-0.5427834,-0.4480326
1.01E-06,-0.4963228,-0.5437366,-0.4489692
1.01E-06,-0.4972681,-0.5446903,-0.4499062
1.01E-06,-0.4982138,-0.5456445,-0.4508437
1.01E-06,-0.49916,-0.5465991,-0.4517816
1.01E-06,-0.5001066,-0.5475542,-0.4527199
1.01E-06,-0.5010537,-0.5485098,-0.4536586
1.01E-06,-0.5020012,-0.5494658,-0.4545978
1.01E-06,-0.5029492,-0.5504223,-0.4555374
1.01E-06,-0.5038976,-0.5513793,-0.4564774
1.01E-06,-0.5048465,-0.5523368,-0.4574179
1.01E-06,-0.5057958,-0.5532947,-0.4583588
1.01E-06,-0.5067456,-0.5542531,-0.4593001
1.01E-06,-0.5076958,-0.555212,-0.4602418
1.01E-06,-0.5086465,-0.5561714,-0.461184
1.01E-06,-0.5095977,-0.5571313,-0.4621267
1.01E-06,-0.5105493,-0.5580916,-0.4630697
1.01E-06,-0.5115014,-0.5590525,-0.4640133
1.01E-06,-0.512454,-0.5600138,-0.4649572
1.01E-06,-0.513407,-0.5609756,-0.4659016
1.01E-06,-0.5143605,-0.5619379,-0.4668464
1.01E-06,-0.5153144,-0.5629007,-0.4677918
1.01E-06,-0.5162688,-0.5638639,-0.4687375
1.01E-06,-0.5172237,-0.5648277,-0.4696837
1.01E-06,-0.5181791,-0.565792,-0.4706303
1.01E-06,-0.5191349,-0.5667567,-0.4715774
1.01E-06,-0.5200912,-0.567722,-0.4725249
1.01E-06,-0.521048,-0.5686878,-0.4734729
1.01E-06,-0.5220053,-0.569654,-0.4744213
1.01E-06,-0.522963,-0.5706208,-0.4753702
1.01E-06,-0.5239212,-0.571588,-0.4763196
1.01E-06,-0.5248799,-0.5725558,-0.4772694
1.01E-06,-0.5258391,-0.5735241,-0.4782197
1.01E-06,-0.5267988,-0.5744929,-0.4791704
1.01E-06,-0.5277589,-0.5754621,-0.4801216
1.01E-06,-0.5287196,-0.5764319,-0.4810733
1.01E-06,-0.5296807,-0.5774023,-0.4820254
1.01E-06,-0.5306423,-0.5783731,-0.482978
1.01E-06,-0.5316044,-0.5793444,-0.4839311
1.01E-06,-0.532567,-0.5803163,-0.4848846
1.01E-06,-0.5335301,-0.5812887,-0.4858386
1.01E-06,-0.5344937,-0.5822615,-0.4867931
1.01E-06,-0.5354578,-0.583235,-0.487748
1.01E-06,-0.5364224,-0.5842089,-0.4887034
1.01E-06,-0.5373875,-0.5851834,-0.4896593
1.01E-06,-0.538353,-0.5861583,-0.4906157
1.01E-06,-0.5393191,-0.5871339,-0.4915725
1.01E-06,-0.5402857,-0.5881099,-0.4925299
1.01E-06,-0.5412528,-0.5890865,-0.4934877
1.01E-06,-0.5422204,-0.5900636,-0.494446
1.01E-06,-0.5431885,-0.5910412,-0.4954048
1.01E-06,-0.5441572,-0.5920193,-0.496364
1.01E-06,-0.5451263,-0.592998,-0.4973238
1.01E-06,-0.5460959,-0.5939773,-0.498284
1.01E-06,-0.5470661,-0.5949571,-0.4992447
1.01E-06,-0.5480368,-0.5959374,-0.500206
1.02E-06,-0.5490079,-0.5969182,-0.5011677
1.02E-06,-0.5499796,-0.5978996,-0.5021299
1.02E-06,-0.5509519,-0.5988816,-0.5030926
1.02E-06,-0.5519246,-0.5998641,-0.5040558
1.02E-06,-0.5528979,-0.6008471,-0.5050195
1.02E-06,-0.5538717,-0.6018307,-0.5059836
1.02E-06,-0.554846,-0.6028148,-0.5069483
1.02E-06,-0.5558208,-0.6037995,-0.5079135
1.02E-06,-0.5567962,-0.6047847,-0.5088792
1.02E-06,-0.5577721,-0.6057705,-0.5098455
1.02E-06,-0.5587486,-0.6067569,-0.5108122
1.02E-06,-0.5597255,-0.6077438,-0.5117794
1.02E-06,-0.560703,-0.6087313,-0.5127471
1.02E-06,-0.5616811,-0.6097193,-0.5137154
1.02E-06,-0.5626596,-0.6107079,-0.5146841
1.02E-06,-0.5636388,-0.6116971,-0.5156534
1.02E-06,-0.5646184,-0.6126868,-0.5166232
1.02E-06,-0.5655986,-0.6136771,-0.5175935
1.02E-06,-0.5665794,-0.614668,-0.5185643
1.02E-06,-0.5675606,-0.6156594,-0.5195357
1.02E-06,-0.5685425,-0.6166514,-0.5205075
1.02E-06,-0.5695249,-0.617644,-0.5214799
1.02E-06,-0.5705078,-0.6186372,-0.5224528
1.02E-06,-0.5714913,-0.6196309,-0.5234262
1.02E-06,-0.5724753,-0.6206252,-0.5244002
1.02E-06,-0.5734599,-0.6216201,-0.5253747
1.02E-06,-0.5744451,-0.6226156,-0.5263497
1.02E-06,-0.5754308,-0.6236116,-0.5273253
1.02E-06,-0.576417,-0.6246083,-0.5283014
1.02E-06,-0.5774039,-0.6256055,-0.529278
1.02E-06,-0.5783913,-0.6266034,-0.5302551
1.02E-06,-0.5793792,-0.6276018,-0.5312328
1.02E-06,-0.5803677,-0.6286008,-0.5322111
1.02E-06,-0.5813568,-0.6296004,-0.5331898
1.02E-06,-0.5823465,-0.6306006,-0.5341692
1.02E-06,-0.5833367,-0.6316014,-0.535149
1.02E-06,-0.5843275,-0.6326028,-0.5361294
1.02E-06,-0.5853189,-0.6336048,-0.5371104
1.02E-06,-0.5863108,-0.6346074,-0.5380919
1.02E-06,-0.5873033,-0.6356106,-0.539074
1.02E-06,-0.5882964,-0.6366144,-0.5400566
1.02E-06,-0.5892901,-0.6376188,-0.5410397
1.02E-06,-0.5902844,-0.6386239,-0.5420234
1.02E-06,-0.5912792,-0.6396295,-0.5430077
1.02E-06,-0.5922747,-0.6406358,-0.5439926
1.02E-06,-0.5932707,-0.6416426,-0.5449779
1.02E-06,-0.5942673,-0.6426501,-0.5459639
1.02E-06,-0.5952645,-0.6436582,-0.5469504
1.02E-06,-0.5962623,-0.644667,-0.5479375
1.02E-06,-0.5972607,-0.6456763,-0.5489252
1.02E-06,-0.5982597,-0.6466863,-0.5499134
1.02E-06,-0.5992593,-0.6476969,-0.5509022
1.02E-06,-0.6002595,-0.6487081,-0.5518915
1.02E-06,-0.6012602,-0.64972,-0.5528814
1.02E-06,-0.6022616,-0.6507324,-0.553872
1.02E-06,-0.6032636,-0.6517456,-0.554863
1.02E-06,-0.6042662,-0.6527593,-0.5558547
1.02E-06,-0.6052694,-0.6537737,-0.5568469
1.02E-06,-0.6062732,-0.6547887,-0.5578398
1.02E-06,-0.6072777,-0.6558044,-0.5588332
1.02E-06,-0.6082827,-0.6568207,-0.5598272
1.02E-06,-0.6092883,-0.6578376,-0.5608217
1.02E-06,-0.6102946,-0.6588552,-0.5618169
1.02E-06,-0.6113015,-0.6598735,-0.5628127
1.02E-06,-0.612309,-0.6608924,-0.563809
1.02E-06,-0.6133171,-0.6619119,-0.564806
1.02E-06,-0.6143259,-0.6629321,-0.5658035
1.02E-06,-0.6153353,-0.663953,-0.5668016
1.02E-06,-0.6163453,-0.6649745,-0.5678004
1.02E-06,-0.6173559,-0.6659967,-0.5687997
1.02E-06,-0.6183672,-0.6670195,-0.5697996
1.02E-06,-0.6193791,-0.668043,-0.5708001
1.02E-06,-0.6203916,-0.6690671,-0.5718013
1.02E-06,-0.6214048,-0.670092,-0.572803
1.02E-06,-0.6224186,-0.6711174,-0.5738054
1.02E-06,-0.623433,-0.6721436,-0.5748084
1.02E-06,-0.6244481,-0.6731704,-0.5758119
1.02E-06,-0.6254639,-0.674198,-0.5768161
1.02E-06,-0.6264802,-0.6752261,-0.5778209
1.02E-06,-0.6274973,-0.676255,-0.5788264
1.02E-06,-0.6285149,-0.6772845,-0.5798324
1.02E-06,-0.6295333,-0.6783148,-0.5808391
1.02E-06,-0.6305522,-0.6793457,-0.5818464
1.02E-06,-0.6315719,-0.6803773,-0.5828543
1.02E-06,-0.6325922,-0.6814095,-0.5838629
1.02E-06,-0.6336131,-0.6824425,-0.5848721
1.02E-06,-0.6346347,-0.6834762,-0.5858818
1.02E-06,-0.635657,-0.6845105,-0.5868923
1.02E-06,-0.63668,-0.6855456,-0.5879034
